sample	tb_group	mode	pct	clade_reads	taxon_reads	rank_code	taxid	name
SRR28476502	neg	relaxed	NA	25	25	S	2894310	Methylobacterium sp. NMS14P
SRR28476502	neg	relaxed	NA	22	22	S	2718876	Methylobacterium sp. SyP6R
SRR28476502	neg	relaxed	NA	15	15	S	925818	Methylobacterium sp. AMS5
SRR28476502	neg	relaxed	NA	1772	1772	S	410	Methylobacterium organophilum
SRR28476502	neg	relaxed	NA	1632	13	S	31998	Methylobacterium radiotolerans
SRR28476502	neg	relaxed	NA	1405	1405	S	107400	Methylobacterium fujisawaense
SRR28476502	neg	relaxed	NA	976	976	S	2202825	Methylobacterium durans
SRR28476502	neg	relaxed	NA	745	745	S	2202828	Methylobacterium radiodurans
SRR28476502	neg	relaxed	NA	625	625	S	374432	Methylobacterium tardum
SRR28476502	neg	relaxed	NA	601	601	S	570505	Methylobacterium bullatum
SRR28476502	neg	relaxed	NA	515	515	S	269660	Methylobacterium brachiatum
SRR28476502	neg	relaxed	NA	370	30	S	334852	Methylobacterium oryzae
SRR28476502	neg	relaxed	NA	156	156	S	270351	Methylobacterium aquaticum
SRR28476504	neg	relaxed	NA	10704	10704	S	2892442	Pseudomonas sp. CIP-10
SRR28476504	neg	relaxed	NA	235	235	S	2653853	Pseudomonas sp. SCB32
SRR28476504	neg	relaxed	NA	129	129	S	2954094	Pseudomonas sp. FP453
SRR28476504	neg	relaxed	NA	122	122	S	2920387	Pseudomonas sp. LS.1a
SRR28476504	neg	relaxed	NA	103	103	S	2954088	Pseudomonas sp. FP2262
SRR28476504	neg	relaxed	NA	79	79	S	3078264	Pseudomonas sp. C9-3
SRR28476504	neg	relaxed	NA	61	61	S	1283291	Pseudomonas sp. URMO17WK12:I11
SRR28476504	neg	relaxed	NA	57	57	S	1207075	Pseudomonas sp. UW4
SRR28476504	neg	relaxed	NA	54	54	S	2559074	Pseudomonas sp. S150
SRR28476504	neg	relaxed	NA	37	37	S	2921518	Pseudomonas sp. FSL L8-0168
SRR28476504	neg	relaxed	NA	36	36	S	2895474	Pseudomonas sp. B21-017
SRR28476504	neg	relaxed	NA	30	30	S	2954085	Pseudomonas sp. FP2034
SRR28476504	neg	relaxed	NA	30	30	S	2954099	Pseudomonas sp. FP818
SRR28476504	neg	relaxed	NA	29	29	S	3110111	Pseudomonas sp. JQ170C
SRR28476504	neg	relaxed	NA	29	29	S	3122375	Pseudomonas sp. ML2-2023-3
SRR28476504	neg	relaxed	NA	23	23	S	2855434	Pseudomonas sp. AO-1
SRR28476504	neg	relaxed	NA	20	20	S	3074146	Pseudomonas sp. SG20056
SRR28476504	neg	relaxed	NA	20	20	S	2954097	Pseudomonas sp. FP603
SRR28476504	neg	relaxed	NA	20	20	S	2954098	Pseudomonas sp. FP607
SRR28476504	neg	relaxed	NA	18	18	S	2874628	Pseudomonas sp. p1(2021b)
SRR28476506	neg	relaxed	NA	200790	200344	S	1747	Cutibacterium acnes
SRR28476506	neg	relaxed	NA	4465	4465	S	33011	Cutibacterium granulosum
SRR28476506	neg	relaxed	NA	372	372	S	2559073	Cutibacterium modestum
SRR28476506	neg	relaxed	NA	344	340	S	33010	Cutibacterium avidum
SRR28476506	neg	relaxed	NA	202	202	S	3016342	Cutibacterium equinum
SRR28476506	neg	relaxed	NA	860	860	S	556499	Propionibacterium acidifaciens
SRR28476506	neg	relaxed	NA	103	103	S	119981	Propionibacterium australiense
SRR28476506	neg	relaxed	NA	66	66	S	1744	Propionibacterium freudenreichii
SRR28476506	neg	relaxed	NA	143	143	S	546874	Microlunatus sagamiharensis
SRR28476506	neg	relaxed	NA	121	121	S	630515	Microlunatus soli
SRR28476506	neg	relaxed	NA	37	0	S	29405	Microlunatus phosphovorus
SRR28476506	neg	relaxed	NA	2	2	S	2596828	Microlunatus elymi
SRR28476506	neg	relaxed	NA	112	112	S	1610493	Tessaracoccus flavus
SRR28476506	neg	relaxed	NA	66	66	S	2760310	Tessaracoccus sp. MC1865
SRR28476506	neg	relaxed	NA	10	10	S	1285901	Tessaracoccus defluvii
SRR28476506	neg	relaxed	NA	7	7	S	399497	Tessaracoccus flavescens
SRR28476506	neg	relaxed	NA	2	2	S	2161816	Tessaracoccus timonensis
SRR28476506	neg	relaxed	NA	1	1	S	1332264	Tessaracoccus aquimaris
SRR28476506	neg	relaxed	NA	337	337	S	1750	Arachnia propionica
SRR28476506	neg	relaxed	NA	111	111	S	2775081	Propioniciclava soli
SRR28476507	neg	relaxed	NA	326079	325576	S	1747	Cutibacterium acnes
SRR28476507	neg	relaxed	NA	12436	12436	S	33011	Cutibacterium granulosum
SRR28476507	neg	relaxed	NA	1149	1148	S	33010	Cutibacterium avidum
SRR28476507	neg	relaxed	NA	329	329	S	2559073	Cutibacterium modestum
SRR28476507	neg	relaxed	NA	81	81	S	3016342	Cutibacterium equinum
SRR28476507	neg	relaxed	NA	533	533	S	119981	Propionibacterium australiense
SRR28476507	neg	relaxed	NA	45	45	S	556499	Propionibacterium acidifaciens
SRR28476507	neg	relaxed	NA	5	5	S	1744	Propionibacterium freudenreichii
SRR28476507	neg	relaxed	NA	395	395	S	1750	Arachnia propionica
SRR28476507	neg	relaxed	NA	1	1	S	1547448	Arachnia rubra
SRR28476507	neg	relaxed	NA	83	0	S	29405	Microlunatus phosphovorus
SRR28476507	neg	relaxed	NA	65	65	S	630515	Microlunatus soli
SRR28476507	neg	relaxed	NA	61	61	S	546874	Microlunatus sagamiharensis
SRR28476507	neg	relaxed	NA	17	17	S	2596828	Microlunatus elymi
SRR28476507	neg	relaxed	NA	47	47	S	1748	Acidipropionibacterium acidipropionici
SRR28476507	neg	relaxed	NA	38	38	S	2057246	Acidipropionibacterium virtanenii
SRR28476507	neg	relaxed	NA	7	7	S	1749	Acidipropionibacterium jensenii
SRR28476507	neg	relaxed	NA	19	19	S	1285901	Tessaracoccus defluvii
SRR28476507	neg	relaxed	NA	7	7	S	2161816	Tessaracoccus timonensis
SRR28476507	neg	relaxed	NA	6	6	S	399497	Tessaracoccus flavescens
SRR28476453	pos	relaxed	NA	13841	13838	S	28095	Burkholderia gladioli
SRR28476453	pos	relaxed	NA	3902	1617	S	28450	Burkholderia pseudomallei
SRR28476453	pos	relaxed	NA	1052	90	S	57975	Burkholderia thailandensis
SRR28476453	pos	relaxed	NA	794	790	S	13373	Burkholderia mallei
SRR28476453	pos	relaxed	NA	120	120	S	1385591	Burkholderia mayonis
SRR28476453	pos	relaxed	NA	97	97	S	342113	Burkholderia oklahomensis
SRR28476453	pos	relaxed	NA	16	16	S	1503053	Burkholderia singularis
SRR28476453	pos	relaxed	NA	1199	1199	S	87883	Burkholderia multivorans
SRR28476453	pos	relaxed	NA	806	740	S	95486	Burkholderia cenocepacia
SRR28476453	pos	relaxed	NA	634	634	S	60552	Burkholderia vietnamiensis
SRR28476453	pos	relaxed	NA	579	575	S	152480	Burkholderia ambifaria
SRR28476453	pos	relaxed	NA	475	198	S	292	Burkholderia cepacia
SRR28476453	pos	relaxed	NA	369	369	S	488732	Burkholderia diffusa
SRR28476453	pos	relaxed	NA	106	106	S	60550	Burkholderia pyrrocinia
SRR28476453	pos	relaxed	NA	80	80	S	482957	Burkholderia lata
SRR28476453	pos	relaxed	NA	78	78	S	488447	Burkholderia contaminans
SRR28476453	pos	relaxed	NA	77	45	S	101571	Burkholderia ubonensis
SRR28476453	pos	relaxed	NA	41	41	S	95485	Burkholderia stabilis
SRR28476453	pos	relaxed	NA	41	41	S	179879	Burkholderia anthina
SRR28476453	pos	relaxed	NA	35	35	S	488446	Burkholderia latens
SRR28476454	pos	relaxed	NA	4103937	4103937	S	9606	Homo sapiens
SRR28476454	pos	relaxed	NA	5984	5983	S	28095	Burkholderia gladioli
SRR28476454	pos	relaxed	NA	1767	764	S	28450	Burkholderia pseudomallei
SRR28476454	pos	relaxed	NA	547	71	S	57975	Burkholderia thailandensis
SRR28476454	pos	relaxed	NA	340	334	S	13373	Burkholderia mallei
SRR28476454	pos	relaxed	NA	57	57	S	1385591	Burkholderia mayonis
SRR28476454	pos	relaxed	NA	53	53	S	342113	Burkholderia oklahomensis
SRR28476454	pos	relaxed	NA	5	5	S	1503053	Burkholderia singularis
SRR28476454	pos	relaxed	NA	2	2	S	430531	Burkholderia humptydooensis
SRR28476454	pos	relaxed	NA	794	794	S	87883	Burkholderia multivorans
SRR28476454	pos	relaxed	NA	379	379	S	60552	Burkholderia vietnamiensis
SRR28476454	pos	relaxed	NA	374	346	S	95486	Burkholderia cenocepacia
SRR28476454	pos	relaxed	NA	231	230	S	152480	Burkholderia ambifaria
SRR28476454	pos	relaxed	NA	206	75	S	292	Burkholderia cepacia
SRR28476454	pos	relaxed	NA	140	140	S	488732	Burkholderia diffusa
SRR28476454	pos	relaxed	NA	42	42	S	482957	Burkholderia lata
SRR28476454	pos	relaxed	NA	40	40	S	60550	Burkholderia pyrrocinia
SRR28476454	pos	relaxed	NA	37	19	S	101571	Burkholderia ubonensis
SRR28476454	pos	relaxed	NA	25	25	S	488447	Burkholderia contaminans
SRR28476454	pos	relaxed	NA	18	18	S	179879	Burkholderia anthina
SRR28476455	pos	relaxed	NA	10250	10249	S	28095	Burkholderia gladioli
SRR28476455	pos	relaxed	NA	2985	1260	S	28450	Burkholderia pseudomallei
SRR28476455	pos	relaxed	NA	867	87	S	57975	Burkholderia thailandensis
SRR28476455	pos	relaxed	NA	514	508	S	13373	Burkholderia mallei
SRR28476455	pos	relaxed	NA	87	87	S	342113	Burkholderia oklahomensis
SRR28476455	pos	relaxed	NA	76	76	S	1385591	Burkholderia mayonis
SRR28476455	pos	relaxed	NA	23	23	S	1503053	Burkholderia singularis
SRR28476455	pos	relaxed	NA	1255	1254	S	87883	Burkholderia multivorans
SRR28476455	pos	relaxed	NA	607	519	S	95486	Burkholderia cenocepacia
SRR28476455	pos	relaxed	NA	568	568	S	60552	Burkholderia vietnamiensis
SRR28476455	pos	relaxed	NA	428	428	S	152480	Burkholderia ambifaria
SRR28476455	pos	relaxed	NA	424	163	S	292	Burkholderia cepacia
SRR28476455	pos	relaxed	NA	272	272	S	488732	Burkholderia diffusa
SRR28476455	pos	relaxed	NA	72	42	S	101571	Burkholderia ubonensis
SRR28476455	pos	relaxed	NA	65	65	S	60550	Burkholderia pyrrocinia
SRR28476455	pos	relaxed	NA	57	57	S	482957	Burkholderia lata
SRR28476455	pos	relaxed	NA	31	31	S	488447	Burkholderia contaminans
SRR28476455	pos	relaxed	NA	23	23	S	1207504	Burkholderia pseudomultivorans
SRR28476455	pos	relaxed	NA	22	22	S	179879	Burkholderia anthina
SRR28476455	pos	relaxed	NA	14	14	S	488446	Burkholderia latens
SRR28476456	pos	relaxed	NA	3489	1320	S	28450	Burkholderia pseudomallei
SRR28476456	pos	relaxed	NA	1544	266	S	57975	Burkholderia thailandensis
SRR28476456	pos	relaxed	NA	549	547	S	13373	Burkholderia mallei
SRR28476456	pos	relaxed	NA	130	130	S	1385591	Burkholderia mayonis
SRR28476456	pos	relaxed	NA	96	93	S	342113	Burkholderia oklahomensis
SRR28476456	pos	relaxed	NA	47	47	S	1503053	Burkholderia singularis
SRR28476456	pos	relaxed	NA	4	4	S	430531	Burkholderia humptydooensis
SRR28476456	pos	relaxed	NA	4	4	S	1637837	Burkholderia savannae
SRR28476456	pos	relaxed	NA	2085	2085	S	87883	Burkholderia multivorans
SRR28476456	pos	relaxed	NA	847	847	S	60552	Burkholderia vietnamiensis
SRR28476456	pos	relaxed	NA	703	650	S	95486	Burkholderia cenocepacia
SRR28476456	pos	relaxed	NA	645	645	S	152480	Burkholderia ambifaria
SRR28476456	pos	relaxed	NA	365	153	S	292	Burkholderia cepacia
SRR28476456	pos	relaxed	NA	228	110	S	101571	Burkholderia ubonensis
SRR28476456	pos	relaxed	NA	155	155	S	488732	Burkholderia diffusa
SRR28476456	pos	relaxed	NA	94	94	S	60550	Burkholderia pyrrocinia
SRR28476456	pos	relaxed	NA	79	79	S	482957	Burkholderia lata
SRR28476456	pos	relaxed	NA	78	78	S	488447	Burkholderia contaminans
SRR28476456	pos	relaxed	NA	65	65	S	1503054	Burkholderia stagnalis
SRR28476456	pos	relaxed	NA	56	56	S	95485	Burkholderia stabilis
SRR28476457	pos	relaxed	NA	1528944	1528944	S	9606	Homo sapiens
SRR28476457	pos	relaxed	NA	3459	3459	S	28095	Burkholderia gladioli
SRR28476457	pos	relaxed	NA	710	334	S	28450	Burkholderia pseudomallei
SRR28476457	pos	relaxed	NA	237	19	S	57975	Burkholderia thailandensis
SRR28476457	pos	relaxed	NA	164	161	S	13373	Burkholderia mallei
SRR28476457	pos	relaxed	NA	36	36	S	1385591	Burkholderia mayonis
SRR28476457	pos	relaxed	NA	28	28	S	342113	Burkholderia oklahomensis
SRR28476457	pos	relaxed	NA	7	7	S	1503053	Burkholderia singularis
SRR28476457	pos	relaxed	NA	435	435	S	87883	Burkholderia multivorans
SRR28476457	pos	relaxed	NA	169	154	S	95486	Burkholderia cenocepacia
SRR28476457	pos	relaxed	NA	126	126	S	60552	Burkholderia vietnamiensis
SRR28476457	pos	relaxed	NA	118	61	S	292	Burkholderia cepacia
SRR28476457	pos	relaxed	NA	86	86	S	152480	Burkholderia ambifaria
SRR28476457	pos	relaxed	NA	78	78	S	488732	Burkholderia diffusa
SRR28476457	pos	relaxed	NA	18	11	S	101571	Burkholderia ubonensis
SRR28476457	pos	relaxed	NA	17	17	S	60550	Burkholderia pyrrocinia
SRR28476457	pos	relaxed	NA	16	16	S	482957	Burkholderia lata
SRR28476457	pos	relaxed	NA	12	12	S	488447	Burkholderia contaminans
SRR28476457	pos	relaxed	NA	10	10	S	179879	Burkholderia anthina
SRR28476457	pos	relaxed	NA	6	6	S	1503054	Burkholderia stagnalis
SRR28476458	pos	relaxed	NA	203729	203729	S	40324	Stenotrophomonas maltophilia
SRR28476458	pos	relaxed	NA	7	7	S	2072413	Stenotrophomonas sp. SAU14A_NAIMI4_5
SRR28476458	pos	relaxed	NA	1	1	S	2072414	Stenotrophomonas sp. ESTM1D_MKCIP4_1
SRR28476458	pos	relaxed	NA	854	854	S	487698	Stenotrophomonas pavanii
SRR28476458	pos	relaxed	NA	8	8	S	3055079	Stenotrophomonas sp. 704A1
SRR28476458	pos	relaxed	NA	6	6	S	2303750	Stenotrophomonas sp. G4
SRR28476458	pos	relaxed	NA	4	4	S	3055080	Stenotrophomonas sp. 610A2
SRR28476458	pos	relaxed	NA	3	3	S	3051120	Stenotrophomonas sp. 59
SRR28476458	pos	relaxed	NA	2	2	S	2282124	Stenotrophomonas sp. ASS1
SRR28476458	pos	relaxed	NA	11	11	S	128780	Stenotrophomonas acidaminiphila
SRR28476458	pos	relaxed	NA	2	2	S	3003271	Stenotrophomonas oahuensis
SRR28476458	pos	relaxed	NA	4219	4219	S	29447	Xanthomonas albilineans
SRR28476458	pos	relaxed	NA	912	0	S	456327	Xanthomonas euvesicatoria
SRR28476458	pos	relaxed	NA	66	65	S	339	Xanthomonas campestris
SRR28476458	pos	relaxed	NA	41	0	S	346	Xanthomonas citri
SRR28476458	pos	relaxed	NA	27	0	S	1985254	Xanthomonas phaseoli
SRR28476458	pos	relaxed	NA	16	12	S	343	Xanthomonas translucens
SRR28476458	pos	relaxed	NA	7	7	S	3046274	Xanthomonas rydalmerensis
SRR28476458	pos	relaxed	NA	7	1	S	56454	Xanthomonas hortorum
SRR28476458	pos	relaxed	NA	5	4	S	347	Xanthomonas oryzae
SRR28476462	pos	relaxed	NA	3858327	3858327	S	9606	Homo sapiens
SRR28476462	pos	relaxed	NA	49826	49743	S	1747	Cutibacterium acnes
SRR28476462	pos	relaxed	NA	548	548	S	33011	Cutibacterium granulosum
SRR28476462	pos	relaxed	NA	168	166	S	33010	Cutibacterium avidum
SRR28476462	pos	relaxed	NA	160	160	S	2559073	Cutibacterium modestum
SRR28476462	pos	relaxed	NA	12	12	S	3016342	Cutibacterium equinum
SRR28476462	pos	relaxed	NA	48	48	S	546874	Microlunatus sagamiharensis
SRR28476462	pos	relaxed	NA	25	0	S	29405	Microlunatus phosphovorus
SRR28476462	pos	relaxed	NA	9	9	S	2596828	Microlunatus elymi
SRR28476462	pos	relaxed	NA	1	1	S	630515	Microlunatus soli
SRR28476462	pos	relaxed	NA	49	49	S	1610493	Tessaracoccus flavus
SRR28476462	pos	relaxed	NA	30	30	S	2161816	Tessaracoccus timonensis
SRR28476462	pos	relaxed	NA	5	5	S	399497	Tessaracoccus flavescens
SRR28476462	pos	relaxed	NA	3	3	S	1285901	Tessaracoccus defluvii
SRR28476462	pos	relaxed	NA	25	25	S	119981	Propionibacterium australiense
SRR28476462	pos	relaxed	NA	16	16	S	1744	Propionibacterium freudenreichii
SRR28476462	pos	relaxed	NA	9	9	S	556499	Propionibacterium acidifaciens
SRR28476462	pos	relaxed	NA	47	47	S	1750	Arachnia propionica
SRR28476462	pos	relaxed	NA	8	8	S	1547448	Arachnia rubra
SRR28476462	pos	relaxed	NA	27	27	S	1871034	Vaginimicrobium propionicum
SRR28476463	pos	relaxed	NA	20446	20446	S	28095	Burkholderia gladioli
SRR28476463	pos	relaxed	NA	5266	2263	S	28450	Burkholderia pseudomallei
SRR28476463	pos	relaxed	NA	1616	187	S	57975	Burkholderia thailandensis
SRR28476463	pos	relaxed	NA	1237	1228	S	13373	Burkholderia mallei
SRR28476463	pos	relaxed	NA	181	181	S	1385591	Burkholderia mayonis
SRR28476463	pos	relaxed	NA	134	132	S	342113	Burkholderia oklahomensis
SRR28476463	pos	relaxed	NA	49	49	S	1503053	Burkholderia singularis
SRR28476463	pos	relaxed	NA	2442	2442	S	87883	Burkholderia multivorans
SRR28476463	pos	relaxed	NA	1236	1091	S	95486	Burkholderia cenocepacia
SRR28476463	pos	relaxed	NA	1019	1019	S	60552	Burkholderia vietnamiensis
SRR28476463	pos	relaxed	NA	800	796	S	152480	Burkholderia ambifaria
SRR28476463	pos	relaxed	NA	590	198	S	292	Burkholderia cepacia
SRR28476463	pos	relaxed	NA	423	423	S	488732	Burkholderia diffusa
SRR28476463	pos	relaxed	NA	129	129	S	60550	Burkholderia pyrrocinia
SRR28476463	pos	relaxed	NA	120	120	S	488447	Burkholderia contaminans
SRR28476463	pos	relaxed	NA	111	111	S	482957	Burkholderia lata
SRR28476463	pos	relaxed	NA	83	20	S	101571	Burkholderia ubonensis
SRR28476463	pos	relaxed	NA	45	45	S	95485	Burkholderia stabilis
SRR28476463	pos	relaxed	NA	33	33	S	179879	Burkholderia anthina
SRR28476463	pos	relaxed	NA	29	29	S	488446	Burkholderia latens
SRR28476464	pos	relaxed	NA	126490	126184	S	1747	Cutibacterium acnes
SRR28476464	pos	relaxed	NA	2004	2004	S	33011	Cutibacterium granulosum
SRR28476464	pos	relaxed	NA	1068	1068	S	2559073	Cutibacterium modestum
SRR28476464	pos	relaxed	NA	147	147	S	33010	Cutibacterium avidum
SRR28476464	pos	relaxed	NA	40	40	S	3016342	Cutibacterium equinum
SRR28476464	pos	relaxed	NA	76	76	S	546874	Microlunatus sagamiharensis
SRR28476464	pos	relaxed	NA	35	35	S	630515	Microlunatus soli
SRR28476464	pos	relaxed	NA	25	25	S	2596828	Microlunatus elymi
SRR28476464	pos	relaxed	NA	21	0	S	29405	Microlunatus phosphovorus
SRR28476464	pos	relaxed	NA	127	127	S	1750	Arachnia propionica
SRR28476464	pos	relaxed	NA	2	2	S	1547448	Arachnia rubra
SRR28476464	pos	relaxed	NA	47	47	S	556499	Propionibacterium acidifaciens
SRR28476464	pos	relaxed	NA	37	37	S	119981	Propionibacterium australiense
SRR28476464	pos	relaxed	NA	24	24	S	1744	Propionibacterium freudenreichii
SRR28476464	pos	relaxed	NA	32	31	S	1748	Acidipropionibacterium acidipropionici
SRR28476464	pos	relaxed	NA	18	18	S	2057246	Acidipropionibacterium virtanenii
SRR28476464	pos	relaxed	NA	10	10	S	1749	Acidipropionibacterium jensenii
SRR28476464	pos	relaxed	NA	41	41	S	1610493	Tessaracoccus flavus
SRR28476464	pos	relaxed	NA	5	5	S	399497	Tessaracoccus flavescens
SRR28476464	pos	relaxed	NA	3	3	S	2161816	Tessaracoccus timonensis
SRR28476465	pos	relaxed	NA	3063	1241	S	28450	Burkholderia pseudomallei
SRR28476465	pos	relaxed	NA	1404	237	S	57975	Burkholderia thailandensis
SRR28476465	pos	relaxed	NA	459	446	S	13373	Burkholderia mallei
SRR28476465	pos	relaxed	NA	103	103	S	1385591	Burkholderia mayonis
SRR28476465	pos	relaxed	NA	58	58	S	342113	Burkholderia oklahomensis
SRR28476465	pos	relaxed	NA	24	24	S	1503053	Burkholderia singularis
SRR28476465	pos	relaxed	NA	5	5	S	430531	Burkholderia humptydooensis
SRR28476465	pos	relaxed	NA	2241	2237	S	87883	Burkholderia multivorans
SRR28476465	pos	relaxed	NA	576	576	S	60552	Burkholderia vietnamiensis
SRR28476465	pos	relaxed	NA	533	478	S	95486	Burkholderia cenocepacia
SRR28476465	pos	relaxed	NA	427	427	S	152480	Burkholderia ambifaria
SRR28476465	pos	relaxed	NA	300	105	S	292	Burkholderia cepacia
SRR28476465	pos	relaxed	NA	173	101	S	101571	Burkholderia ubonensis
SRR28476465	pos	relaxed	NA	120	120	S	488732	Burkholderia diffusa
SRR28476465	pos	relaxed	NA	89	89	S	60550	Burkholderia pyrrocinia
SRR28476465	pos	relaxed	NA	79	79	S	1207504	Burkholderia pseudomultivorans
SRR28476465	pos	relaxed	NA	75	75	S	482957	Burkholderia lata
SRR28476465	pos	relaxed	NA	68	68	S	1503054	Burkholderia stagnalis
SRR28476465	pos	relaxed	NA	62	62	S	488447	Burkholderia contaminans
SRR28476465	pos	relaxed	NA	49	49	S	95485	Burkholderia stabilis
SRR28476468	pos	relaxed	NA	361150	360277	S	1747	Cutibacterium acnes
SRR28476468	pos	relaxed	NA	10577	10577	S	33011	Cutibacterium granulosum
SRR28476468	pos	relaxed	NA	695	692	S	33010	Cutibacterium avidum
SRR28476468	pos	relaxed	NA	401	401	S	2559073	Cutibacterium modestum
SRR28476468	pos	relaxed	NA	132	132	S	3016342	Cutibacterium equinum
SRR28476468	pos	relaxed	NA	664	664	S	1750	Arachnia propionica
SRR28476468	pos	relaxed	NA	299	299	S	2161816	Tessaracoccus timonensis
SRR28476468	pos	relaxed	NA	61	61	S	1610493	Tessaracoccus flavus
SRR28476468	pos	relaxed	NA	60	60	S	2760310	Tessaracoccus sp. MC1865
SRR28476468	pos	relaxed	NA	26	26	S	1285901	Tessaracoccus defluvii
SRR28476468	pos	relaxed	NA	14	14	S	2829499	Tessaracoccus palaemonis
SRR28476468	pos	relaxed	NA	1	1	S	399497	Tessaracoccus flavescens
SRR28476468	pos	relaxed	NA	350	350	S	119981	Propionibacterium australiense
SRR28476468	pos	relaxed	NA	120	120	S	556499	Propionibacterium acidifaciens
SRR28476468	pos	relaxed	NA	7	7	S	1744	Propionibacterium freudenreichii
SRR28476468	pos	relaxed	NA	94	94	S	546874	Microlunatus sagamiharensis
SRR28476468	pos	relaxed	NA	36	36	S	630515	Microlunatus soli
SRR28476468	pos	relaxed	NA	10	0	S	29405	Microlunatus phosphovorus
SRR28476468	pos	relaxed	NA	2	2	S	2596828	Microlunatus elymi
SRR28476468	pos	relaxed	NA	62	62	S	2714937	Propioniciclava coleopterorum
SRR28476470	pos	relaxed	NA	95686	95532	S	1747	Cutibacterium acnes
SRR28476470	pos	relaxed	NA	796	796	S	33011	Cutibacterium granulosum
SRR28476470	pos	relaxed	NA	120	120	S	33010	Cutibacterium avidum
SRR28476470	pos	relaxed	NA	89	89	S	2559073	Cutibacterium modestum
SRR28476470	pos	relaxed	NA	47	47	S	3016342	Cutibacterium equinum
SRR28476470	pos	relaxed	NA	149	149	S	1750	Arachnia propionica
SRR28476470	pos	relaxed	NA	96	96	S	119981	Propionibacterium australiense
SRR28476470	pos	relaxed	NA	3	3	S	556499	Propionibacterium acidifaciens
SRR28476470	pos	relaxed	NA	26	26	S	2775081	Propioniciclava soli
SRR28476470	pos	relaxed	NA	25	25	S	1748	Acidipropionibacterium acidipropionici
SRR28476470	pos	relaxed	NA	2	2	S	2057246	Acidipropionibacterium virtanenii
SRR28476470	pos	relaxed	NA	1	1	S	1749	Acidipropionibacterium jensenii
SRR28476470	pos	relaxed	NA	9	9	S	546874	Microlunatus sagamiharensis
SRR28476470	pos	relaxed	NA	9	9	S	630515	Microlunatus soli
SRR28476470	pos	relaxed	NA	4	0	S	29405	Microlunatus phosphovorus
SRR28476470	pos	relaxed	NA	4	4	S	2596828	Microlunatus elymi
SRR28476470	pos	relaxed	NA	5	5	S	2760310	Tessaracoccus sp. MC1865
SRR28476470	pos	relaxed	NA	1	1	S	1285901	Tessaracoccus defluvii
SRR28476470	pos	relaxed	NA	1	1	S	1610493	Tessaracoccus flavus
SRR28476470	pos	relaxed	NA	1	1	S	2161816	Tessaracoccus timonensis
SRR28476472	pos	relaxed	NA	153889	153557	S	1747	Cutibacterium acnes
SRR28476472	pos	relaxed	NA	2722	2722	S	33011	Cutibacterium granulosum
SRR28476472	pos	relaxed	NA	138	138	S	33010	Cutibacterium avidum
SRR28476472	pos	relaxed	NA	128	128	S	2559073	Cutibacterium modestum
SRR28476472	pos	relaxed	NA	43	43	S	3016342	Cutibacterium equinum
SRR28476472	pos	relaxed	NA	257	257	S	1750	Arachnia propionica
SRR28476472	pos	relaxed	NA	216	216	S	119981	Propionibacterium australiense
SRR28476472	pos	relaxed	NA	1	1	S	1744	Propionibacterium freudenreichii
SRR28476472	pos	relaxed	NA	50	0	S	29405	Microlunatus phosphovorus
SRR28476472	pos	relaxed	NA	37	37	S	546874	Microlunatus sagamiharensis
SRR28476472	pos	relaxed	NA	13	13	S	630515	Microlunatus soli
SRR28476472	pos	relaxed	NA	3	3	S	2596828	Microlunatus elymi
SRR28476472	pos	relaxed	NA	20	20	S	1610493	Tessaracoccus flavus
SRR28476472	pos	relaxed	NA	9	9	S	1285901	Tessaracoccus defluvii
SRR28476472	pos	relaxed	NA	3	3	S	2161816	Tessaracoccus timonensis
SRR28476472	pos	relaxed	NA	22	22	S	2775081	Propioniciclava soli
SRR28476472	pos	relaxed	NA	9	9	S	2760308	Propioniciclava sp. MC1595
SRR28476472	pos	relaxed	NA	23	23	S	675864	Auraticoccus monumenti
SRR28476472	pos	relaxed	NA	16	16	S	1748	Acidipropionibacterium acidipropionici
SRR28476472	pos	relaxed	NA	2	2	S	1749	Acidipropionibacterium jensenii
SRR28476473	pos	relaxed	NA	1071	1071	S	2984843	Methylobacterium sp. FF17
SRR28476473	pos	relaxed	NA	739	739	S	739141	Methylobacterium sp. XJLW
SRR28476473	pos	relaxed	NA	69	69	S	2603276	Methylobacterium sp. WL1
SRR28476473	pos	relaxed	NA	38	38	S	2202826	Methylobacterium sp. 17Sr1-1
SRR28476473	pos	relaxed	NA	17	17	S	925818	Methylobacterium sp. AMS5
SRR28476473	pos	relaxed	NA	14	14	S	3038924	Methylobacterium sp. 391_Methyba4
SRR28476473	pos	relaxed	NA	1	1	S	2718876	Methylobacterium sp. SyP6R
SRR28476473	pos	relaxed	NA	1	1	S	3138063	Methylobacterium sp. CB376
SRR28476473	pos	relaxed	NA	460	460	S	410	Methylobacterium organophilum
SRR28476473	pos	relaxed	NA	431	5	S	31998	Methylobacterium radiotolerans
SRR28476473	pos	relaxed	NA	233	233	S	2202825	Methylobacterium durans
SRR28476473	pos	relaxed	NA	215	215	S	107400	Methylobacterium fujisawaense
SRR28476473	pos	relaxed	NA	184	0	S	334852	Methylobacterium oryzae
SRR28476473	pos	relaxed	NA	173	173	S	374432	Methylobacterium tardum
SRR28476473	pos	relaxed	NA	158	158	S	570505	Methylobacterium bullatum
SRR28476473	pos	relaxed	NA	139	139	S	2202828	Methylobacterium radiodurans
